Word,Old Testament,New Testament,Apocrypha,Total
jacob,308,24,34,366
jacob's,18,1,1,20
jacubus,0,0,1,1
jada,2,0,1,3
jadau,1,0,0,1
jaddua,3,0,0,3
jadon,1,0,0,1
jael,6,0,0,6
jagur,1,0,0,1
jah,1,0,0,1
jahath,7,0,0,7
jahaz,5,0,0,5
jahaza,1,0,0,1
jahazah,2,0,0,2
jahaziah,1,0,0,1
jahaziel,6,0,0,6
jahdai,1,0,0,1
jahdiel,1,0,0,1
jahdo,1,0,0,1
jahleel,2,0,0,2
jahleelites,1,0,0,1
jahmai,1,0,0,1
jahzah,1,0,0,1
jahzeel,2,0,0,2
jahzeelites,1,0,0,1
jahzerah,1,0,0,1
jahziel,1,0,0,1
jailor,0,1,0,1
jair,10,0,0,10
jairite,1,0,0,1
jairus,0,2,1,3
jakan,1,0,0,1
jakeh,1,0,0,1
jakim,2,0,0,2
jalon,1,0,0,1
jambres,0,1,0,1
jambri,0,0,2,2
james,0,38,0,38
jamin,6,0,0,6
jaminites,1,0,0,1
jamlech,1,0,0,1
jamnia,0,0,4,4
jamnites,0,0,3,3
jangling,0,1,0,1
janna,0,1,0,1
jannes,0,1,0,1
janoah,1,0,0,1
janohah,2,0,0,2
janum,1,0,0,1
japheth,11,0,1,12
japhia,5,0,0,5
japhlet,2,0,0,2
japhleti,1,0,0,1
japho,1,0,0,1
jarah,1,0,0,1
jareb,2,0,0,2
jared,5,1,0,6
jaresiah,1,0,0,1
jarha,2,0,0,2
jarib,3,0,1,4
jarimoth,0,0,1,1
jarmuth,7,0,0,7
jaroah,1,0,0,1
jasael,0,0,1,1
jashen,1,0,0,1
jasher,2,0,0,2
jashobeam,3,0,0,3
jashub,3,0,0,3
jashubilehem,1,0,0,1
jashubites,1,0,0,1
jasiel,1,0,0,1
jason,0,5,14,19
jasper,3,4,0,7
jasubus,0,0,1,1
jatal,0,0,1,1
jathniel,1,0,0,1
jattir,4,0,0,4
javan,7,0,0,7
javelin,6,0,0,6
jaw,4,0,0,4
jawbone,3,0,0,3
jaws,6,0,0,6
jazar,0,0,1,1
jazer,10,0,0,10
jaziz,1,0,0,1
je,1,0,0,1
jealous,15,1,3,19
jealousies,1,0,0,1
jealousy,27,4,3,34
jearim,1,0,0,1
jeaterai,1,0,0,1
jeberechiah,1,0,0,1
jebus,4,0,0,4
jebusi,2,0,0,2
jebusite,14,0,1,15
jebusites,23,0,1,24
jecamiah,1,0,0,1
jecholiah,1,0,0,1
jechonias,0,2,4,6
jecoliah,1,0,0,1
jeconiah,7,0,0,7
jeconias,0,0,1,1
jedaiah,13,0,0,13
jeddu,0,0,1,1
jedeus,0,0,1,1
jediael,6,0,0,6
jedidah,1,0,0,1
jedidiah,1,0,0,1
jeduthun,11,0,1,12
jeeli,0,0,1,1
jeelus,0,0,1,1
jeezer,1,0,0,1
jeezerites,1,0,0,1
jegarsahadutha,1,0,0,1
jehaleleel,1,0,0,1
jehalelel,1,0,0,1
jehdeiah,2,0,0,2
jehezekel,1,0,0,1
jehiah,1,0,0,1
jehiel,16,0,0,16
jehieli,2,0,0,2
jehizkiah,1,0,0,1
jehoadah,1,0,0,1
jehoaddan,2,0,0,2
jehoahaz,22,0,0,22
jehoash,16,0,0,16
jehohanan,6,0,0,6
jehoiachin,8,0,0,8
jehoiachin's,1,0,0,1
jehoiada,49,0,0,49
jehoiakim,37,0,0,37
jehoiarib,2,0,0,2
jehonadab,2,0,0,2
jehonathan,3,0,0,3
jehoram,21,0,0,21
jehoshabeath,1,0,0,1
jehoshaphat,76,0,0,76
jehosheba,1,0,0,1
jehoshua,1,0,0,1
jehoshuah,1,0,0,1
jehovah,4,0,0,4
jehovahjireh,1,0,0,1
jehovahnissi,1,0,0,1
jehovahshalom,1,0,0,1
jehozabad,4,0,0,4
jehozadak,2,0,0,2
jehu,55,0,0,55
jehubbah,1,0,0,1
jehucal,1,0,0,1
jehud,1,0,0,1
jehudi,3,0,0,3
jehudijah,1,0,0,1
jehush,1,0,0,1
jeiel,10,0,0,10
jekabzeel,1,0,0,1
jekameam,2,0,0,2
jekamiah,1,0,0,1
jekuthiel,1,0,0,1
jemima,1,0,0,1
jemnaan,0,0,1,1
jemuel,2,0,0,2
jeopard,0,0,2,2
jeoparded,1,0,0,1
jeopardy,3,2,2,7
jephthae,0,1,0,1
jephthah,25,0,0,25
jephunne,0,0,1,1
jephunneh,16,0,0,16
jerah,2,0,0,2
jerahmeel,8,0,0,8
jerahmeelites,2,0,0,2
jerechus,0,0,1,1
jered,2,0,0,2
jeremai,1,0,0,1
jeremiah,132,0,0,132
jeremiah's,1,0,0,1
jeremias,0,1,4,5
jeremoth,5,0,0,5
jeremy,0,2,9,11
jeriah,2,0,0,2
jeribai,1,0,0,1
jericho,53,6,6,65
jeriel,1,0,0,1
jerijah,1,0,0,1
jerimoth,8,0,0,8
jerioth,1,0,0,1
jeroboam,93,0,1,94
jeroboam's,2,0,0,2
jeroham,10,0,0,10
jerubbaal,13,0,0,13
jerubbesheth,1,0,0,1
jeruel,1,0,0,1
jerusalem,623,141,192,956
jerusalem's,3,0,0,3
jerusha,1,0,0,1
jerushah,1,0,0,1
jesaiah,2,0,0,2
jeshaiah,5,0,0,5
jeshanah,1,0,0,1
jesharelah,1,0,0,1
jeshebeab,1,0,0,1
jesher,1,0,0,1
jeshimon,6,0,0,6
jeshishai,1,0,0,1
jeshohaiah,1,0,0,1
jeshua,29,0,0,29
jeshuah,1,0,0,1
jeshurun,3,0,0,3
jesiah,2,0,0,2
jesimiel,1,0,0,1
jesse,39,5,1,45
jessue,0,0,1,1
jest,0,0,1,1
jesting,0,1,0,1
jesu,0,0,1,1
jesui,1,0,0,1
jesuites,1,0,0,1
jesurun,1,0,0,1
jesus,0,935,18,953
jesus',0,10,0,10
jether,7,0,0,7
jetheth,2,0,0,2
jethlah,1,0,0,1
jethro,9,0,0,9
jetur,3,0,0,3
jeuel,1,0,0,1
jeush,8,0,0,8
jeuz,1,0,0,1
jew,10,22,4,36
jew's,0,1,0,1
jewel,3,0,1,4
jeweller,0,0,1,1
jewels,21,0,0,21
jewess,0,2,0,2
jewish,0,1,0,1
jewry,1,2,11,14
jews,68,162,111,341
jews',8,5,5,18
jezaniah,2,0,0,2
jezebel,18,1,0,19
jezebel's,1,0,0,1
jezelus,0,0,2,2
jezer,3,0,0,3
jezerites,1,0,0,1
jeziah,1,0,0,1
jeziel,1,0,0,1
jezliah,1,0,0,1
jezoar,1,0,0,1
jezrahiah,1,0,0,1
jezreel,32,0,0,32
jezreelite,8,0,0,8
jezreelitess,5,0,0,5
jibsam,1,0,0,1
jidlaph,1,0,0,1
jimna,1,0,0,1
jimnah,1,0,0,1
jimnites,1,0,0,1
jiphtah,1,0,0,1
jiphthahel,2,0,0,2
joab,120,0,1,121
joab's,8,0,0,8
joachaz,0,0,1,1
joachim,0,0,2,2
joacim,0,0,13,13
joacim's,0,0,2,2
joadanus,0,0,1,1
joah,10,0,0,10
joahaz,1,0,0,1
joanan,0,0,1,1
joanna,0,3,0,3
joannan,0,0,1,1
joarib,0,0,1,1
joash,43,0,0,43
joatham,0,1,0,1
joazabdus,0,0,1,1
job,52,1,0,53
job's,1,0,0,1
jobab,9,0,0,9
jochebed,2,0,0,2
joda,0,0,1,1
joed,1,0,0,1
joel,19,1,1,21
joelah,1,0,0,1
joezer,1,0,0,1
jogbehah,2,0,0,2
jogli,1,0,0,1
joha,2,0,0,2
johanan,27,0,0,27
johannes,0,0,2,2
john,0,128,14,142
john's,0,2,1,3
joiada,4,0,0,4
joiakim,3,0,0,3
joiarib,5,0,0,5
join,11,3,5,19
joined,32,10,26,68
joining,1,0,2,3
joinings,1,0,1,2
joint,3,1,0,4
joint-heirs,0,1,0,1
joints,4,2,0,6
jokdeam,1,0,0,1
jokim,1,0,0,1
jokmeam,1,0,0,1
jokneam,4,0,0,4
jokshan,3,0,0,3
joktan,6,0,0,6
joktheel,2,0,0,2
jollity,0,0,2,2
jona,0,1,0,1
jonadab,11,0,0,11
jonah,17,0,0,17
jonan,0,1,0,1
jonas,0,10,4,14
jonathan,103,0,98,201
jonathan's,3,0,2,5
jonathas,0,0,1,1
joppa,3,10,13,26
jorah,1,0,0,1
jorai,1,0,0,1
joram,21,1,1,23
jordan,164,15,10,189
joribas,0,0,1,1
joribus,0,0,1,1
jorim,0,1,0,1
jorkoam,1,0,0,1
josabad,1,0,2,3
josaphat,0,1,0,1
josaphias,0,0,1,1
jose,0,1,0,1
josedec,0,0,6,6
josedech,6,0,0,6
joseph,181,33,8,222
joseph's,20,2,0,22
josephus,0,0,1,1
joses,0,6,0,6
joshah,1,0,0,1
joshaphat,1,0,0,1
joshaviah,1,0,0,1
joshbekashah,2,0,0,2
joshua,197,0,1,198
josiah,48,0,0,48
josias,0,2,16,18
josibiah,1,0,0,1
josiphiah,1,0,0,1
jot,0,1,0,1
jotbah,1,0,0,1
jotbath,1,0,0,1
jotbathah,2,0,0,2
jotham,24,0,0,24
journey,40,17,21,78
journeyed,27,4,1,32
journeying,2,1,0,3
journeyings,1,1,0,2
journeys,8,0,0,8
joy,95,60,43,198
joyed,0,1,0,1
joyful,24,1,6,31
joyfully,1,2,0,3
joyfulness,1,1,4,6
joying,0,1,0,1
joyous,3,1,0,4
jozabad,8,0,1,9
jozachar,1,0,0,1
jozadak,5,0,0,5
jubal,1,0,0,1
jubile,20,0,0,20
jucal,1,0,0,1
juda,0,9,22,31
judaea,0,43,0,43
judah,750,1,5,756
judah's,4,0,0,4
judaism,0,0,2,2
judas,0,32,126,158
judas',0,0,8,8
jude,0,1,0,1
judea,1,0,77,78
judge,112,58,35,205
judged,31,30,15,76
judges,47,4,10,61
judges',0,0,1,1
judgest,2,4,3,9
judgeth,6,10,1,17
judging,4,2,1,7
judgment,211,74,59,344
judgments,120,5,12,137
judith,1,0,30,31
judith's,0,0,1,1
juel,0,0,2,2
juice,1,0,0,1
julia,0,1,0,1
julius,0,2,0,2
jumping,1,0,0,1
junia,0,1,0,1
juniper,4,0,0,4
jupiter,0,3,1,4
jurisdiction,0,1,0,1
jushabhesed,1,0,0,1
just,52,35,23,110
justice,28,0,16,44
justices,0,0,1,1
justification,0,3,0,3
justified,12,27,5,44
justifier,0,1,0,1
justifieth,2,2,1,5
justify,7,4,5,16
justifying,2,0,0,2
justle,1,0,0,1
justly,1,2,7,10
justus,0,3,0,3
juttah,2,0,0,2
kabzeel,3,0,0,3
kades,0,0,1,1
kadesh,17,0,0,17
kadeshbarnea,10,0,0,10
kadmiel,8,0,0,8
kadmonites,1,0,0,1
kallai,1,0,0,1
kanah,3,0,0,3
kareah,13,0,0,13
karkaa,1,0,0,1
karkor,1,0,0,1
karnaim,1,0,0,1
kartah,1,0,0,1
kartan,1,0,0,1
kattath,1,0,0,1
kedar,11,0,0,11
kedemah,2,0,0,2
kedemoth,4,0,0,4
kedesh,11,0,0,11
kedeshnaphtali,1,0,0,1
keel,0,0,1,1
keep,292,62,70,424
keeper,19,2,1,22
keepers,15,5,2,22
keepest,3,1,1,5
keepeth,30,12,9,51
keeping,9,3,6,18
kehelathah,2,0,0,2
keilah,16,0,0,16
kelaiah,1,0,0,1
kelita,3,0,0,3
kemuel,3,0,0,3
kenan,1,0,0,1
kenath,2,0,0,2
kenaz,11,0,0,11
kenezite,3,0,0,3
kenite,5,0,0,5
kenites,7,0,0,7
kenizzites,1,0,0,1
kept,127,46,76,249
kerchiefs,2,0,0,2
kerenhappuch,1,0,0,1
kerioth,3,0,0,3
kernels,1,0,0,1
keros,2,0,0,2
kettle,1,0,1,2
keturah,4,0,0,4
key,2,4,0,6
keys,0,2,0,2
kezia,1,0,0,1
keziz,1,0,0,1
kibrothhattaavah,5,0,0,5
kibzaim,1,0,0,1
kick,1,2,0,3
kicked,1,0,0,1
kid,42,1,2,45
kidneys,13,0,0,13
kidron,10,0,0,10
kids,8,0,2,10
kill,74,44,9,127
killed,30,34,17,81
killedst,2,0,0,2
killest,0,2,0,2
killeth,18,3,2,23
killing,4,1,2,7
kin,7,1,0,8
kinah,1,0,0,1
kind,23,9,9,41
kindle,19,0,3,22
kindled,62,3,14,79
kindleth,2,1,1,4
kindling,0,0,1,1
kindly,9,1,3,13
kindness,37,6,4,47
kindred,20,8,16,44
kindreds,3,5,4,12
kinds,8,2,2,12
kine,20,0,1,21
king,1677,79,368,2124
king',0,0,1,1
king's,259,2,65,326
kingdom,166,150,68,384
kingdoms,51,4,9,64
kingly,1,0,0,1
kings,274,30,56,360
kings',3,2,0,5
kinsfolk,1,1,0,2
kinsfolks,2,1,1,4
kinsman,11,2,3,16
kinsman's,1,0,0,1
kinsmen,2,5,1,8
kinswoman,3,0,0,3
kinswomen,1,0,0,1
kir,5,0,0,5
kirharaseth,1,0,0,1
kirhareseth,1,0,0,1
kirharesh,1,0,0,1
kirheres,2,0,0,2
kiriathaim,4,0,0,4
kiriathiarius,0,0,1,1
kirioth,1,0,0,1
kirjath,1,0,0,1
kirjathaim,3,0,0,3
kirjatharba,6,0,0,6
kirjatharim,1,0,0,1
kirjathbaal,2,0,0,2
kirjathhuzoth,1,0,0,1
kirjathjearim,17,0,0,17
kirjathsannah,1,0,0,1
kirjathsepher,4,0,0,4
kish,17,0,0,17
kishi,1,0,0,1
kishion,1,0,0,1
kishon,5,0,0,5
kison,1,0,0,1
kiss,9,10,2,21
kissed,21,5,3,29
kisses,2,0,0,2
kite,2,0,0,2
kithlish,1,0,0,1
kitron,1,0,0,1
kittim,2,0,0,2
knead,2,0,0,2
kneaded,3,0,0,3
kneadingtroughs,2,0,0,2
knee,2,4,1,7
kneel,2,0,0,2
kneeled,2,6,0,8
kneeling,1,2,0,3
knees,26,4,2,32
knew,92,73,32,197
knewest,6,4,0,10
knife,6,0,0,6
knit,3,3,0,6
knives,5,0,0,5
knock,0,4,0,4
knocked,0,1,1,2
knocketh,1,3,0,4
knocking,0,1,0,1
knop,4,0,0,4
knops,8,0,0,8
knots,0,0,1,1
know,442,275,76,793
knowest,64,20,16,100
knoweth,61,39,25,125
knowing,2,49,13,64
knowledge,118,51,50,219
known,131,81,41,253
koa,1,0,0,1
kohath,29,0,0,29
kohathites,15,0,0,15
kolaiah,2,0,0,2
korah,26,0,0,26
korahite,1,0,0,1
korahites,1,0,0,1
korathites,1,0,0,1
kore,4,0,0,4
korhites,4,0,0,4
koz,4,0,0,4
kushaiah,1,0,0,1
laadah,1,0,0,1
laadan,5,0,0,5
laban,44,0,1,45
laban's,4,0,0,4
labana,0,0,1,1
laborious,0,0,1,1
labour,63,24,32,119
laboured,13,6,3,22
labourer,0,2,2,4
labourers,0,8,0,8
labourest,0,0,1,1
laboureth,2,2,4,8
labouring,1,3,6,10
labours,7,5,10,22
lace,4,0,1,5
lacedemonians,0,0,9,9
lachish,22,0,0,22
lack,9,5,2,16
lacked,6,5,0,11
lackest,0,2,0,2
lacketh,4,1,0,5
lacking,5,3,1,9
lacunus,0,0,1,1
lad,26,1,0,27
lad's,1,0,0,1
ladan,0,0,1,1
ladder,1,0,1,2
ladders,0,0,1,1
lade,2,1,0,3
laded,3,1,0,4
laden,3,2,2,7
ladeth,1,0,0,1
ladies,2,0,0,2
lading,1,1,0,2
lads,1,0,0,1
lady,2,2,0,4
lael,1,0,0,1
lahad,1,0,0,1
lahairoi,2,0,0,2
lahmam,1,0,0,1
lahmi,1,0,0,1
laid,188,83,52,323
laidst,1,0,0,1
lain,4,2,1,7
laish,7,0,0,7
lake,0,10,1,11
lakum,1,0,0,1
lama,0,2,0,2
lamb,69,29,2,100
lamb's,0,2,0,2
lambs,79,2,8,89
lame,15,10,1,26
lamech,10,1,0,11
lament,16,2,1,19
lamentable,1,0,1,2
lamentation,22,2,14,38
lamentations,2,0,0,2
lamented,9,2,2,13
lamp,12,1,1,14
lamps,25,6,4,35
lance,1,0,0,1
lances,0,0,1,1
lancets,1,0,0,1
land,1443,47,151,1641
landed,0,2,0,2
landing,0,1,0,1
landmark,4,0,0,4
landmarks,1,0,0,1
lands,40,4,3,47
lanes,0,1,0,1
language,21,1,7,29
languages,7,0,0,7
languish,5,0,1,6
languished,1,0,0,1
languisheth,7,0,0,7
languishing,1,0,0,1
lanterns,0,1,0,1
laodicea,0,5,0,5
laodiceans,0,2,0,2
lap,3,0,0,3
lapidoth,1,0,0,1
lapped,2,0,0,2
lappeth,1,0,0,1
lapwing,2,0,0,2
large,16,5,6,27
largely,0,0,1,1
largeness,1,0,0,1
lasciviousness,0,6,0,6
lasea,0,1,0,1
lasha,1,0,0,1
lasharon,1,0,0,1
last,32,48,35,115
lasted,1,0,0,1
lasthenes,0,0,2,2
lasting,1,0,0,1
latchet,1,3,0,4
late,2,1,2,5
lately,0,1,4,5
latin,0,2,0,2
latter,37,3,5,45
lattice,3,0,0,3
laud,0,1,0,1
laugh,15,2,7,24
laughed,10,3,7,20
laugheth,1,0,0,1
laughing,1,0,1,2
laughingstock,0,0,2,2
laughter,6,1,2,9
launch,0,1,0,1
launched,0,4,0,4
laver,13,0,0,13
lavers,5,0,0,5
lavish,1,0,0,1
law,287,172,140,599
lawful,9,28,8,45
lawfully,0,2,0,2
lawgiver,6,1,0,7
lawless,0,1,1,2
laws,17,2,37,56
laws',0,0,1,1
lawyer,0,3,0,3
lawyers,0,5,0,5
lay,184,48,41,273
layedst,0,1,0,1
layest,2,0,1,3
layeth,15,2,4,21
laying,3,10,1,14
lazarus,0,15,0,15
lead,47,13,11,71
leader,3,0,8,11
leaders,2,1,4,7
leadest,1,0,3,4
leadeth,7,7,6,20
leading,0,0,4,4
leaf,10,0,0,10
league,17,0,10,27
leah,28,0,0,28
leah's,4,0,0,4
lean,11,0,1,12
leaned,5,1,1,7
leaneth,2,0,0,2
leanfleshed,3,0,0,3
leaning,1,2,0,3
leanness,4,0,0,4
leap,8,1,0,9
leaped,4,4,8,16
leaping,2,1,0,3
leapt,0,0,2,2
learn,18,14,9,41
learned,9,10,8,27
learning,6,3,8,17
leasing,2,0,1,3
least,20,17,7,44
leather,1,0,0,1
leathern,0,1,0,1
leave,88,24,35,147
leaved,1,0,0,1
leaven,9,11,0,20
leavened,12,2,0,14
leaveneth,0,2,0,2
leaves,9,5,3,17
leavest,0,0,1,1
leaveth,4,2,5,11
leaving,0,5,4,9
lebana,1,0,0,1
lebanah,1,0,0,1
lebanon,64,0,0,64
lebaoth,1,0,0,1
lebbaeus,0,1,0,1
lebonah,1,0,0,1
lecah,1,0,0,1
led,38,30,21,89
leddest,4,1,0,5
ledges,4,0,0,4
leeks,1,0,0,1
lees,3,0,0,3
left,264,73,86,423
leftest,1,0,1,2
lefthanded,2,0,0,2
leg,1,0,0,1
legion,0,3,0,3
legions,0,1,0,1
legs,16,3,0,19
lehabim,2,0,0,2
lehi,3,0,0,3
leisure,0,1,2,3
lemuel,2,0,0,2
lend,10,3,4,17
lender,2,0,1,3
lendest,0,0,1,1
lendeth,4,0,1,5
length,69,3,6,78
lengthen,2,0,0,2
lengthened,1,0,1,2
lengthening,1,0,0,1
lent,5,0,2,7
lentiles,4,0,0,4
leopard,5,1,1,7
leopards,2,0,0,2
leper,12,4,0,16
lepers,1,5,0,6
leprosy,33,4,0,37
leprous,5,0,0,5
leshem,1,0,0,1
less,20,7,13,40
lesser,3,0,0,3
lesson,0,0,1,1
lest,142,87,49,278
let,919,300,189,1408
letted,0,0,1,1
letter,25,10,7,42
letters,21,11,27,59
lettest,2,1,0,3
letteth,2,1,1,4
letting,1,0,1,2
lettus,0,0,1,1
letushim,1,0,0,1
leummim,1,0,0,1
levi,61,8,3,72
leviathan,4,0,2,6
levis,0,0,1,1
levite,26,2,1,29
levites,236,1,36,273
levitical,0,1,0,1
levy,5,0,0,5
lewd,2,1,3,6
lewdly,1,0,1,2
lewdness,15,1,1,17
liar,5,8,2,15
liars,4,4,3,11
libanus,0,0,6,6
liberal,3,1,1,5
liberality,0,2,1,3
liberally,1,1,2,4
liberties,0,0,1,1
libertines,0,1,0,1
liberty,8,17,14,39
libnah,17,0,0,17
libni,5,0,0,5
libnites,2,0,0,2
library,0,0,1,1
libya,2,1,0,3
libyans,2,0,0,2
lice,4,0,0,4
licence,0,2,4,6
lick,5,0,1,6
licked,3,1,0,4
licketh,1,0,0,1
lid,1,0,0,1
lie,129,24,24,177
lied,3,1,2,6
lien,3,0,0,3
liers,9,0,0,9
lies,50,1,4,55
liest,5,0,0,5
lieth,50,7,14,71
lieutenant,0,0,1,1
lieutenants,4,0,4,8
life,239,170,141,550
lifetime,1,2,0,3
lift,92,8,7,107
lifted,124,25,21,170
lifter,1,0,0,1
liftest,4,0,1,5
lifteth,10,0,3,13
lifting,8,1,3,12
light,159,76,61,296
lighted,11,2,2,15
lighten,5,2,2,9
lightened,2,3,2,7
lighteneth,1,1,1,3
lighter,5,0,0,5
lightest,1,0,0,1
lighteth,2,1,0,3
lighting,1,1,1,3
lightly,6,1,3,10
lightminded,0,0,1,1
lightness,2,1,0,3
lightning,9,4,2,15
lightnings,10,4,4,18
lights,6,4,4,14
lign,1,0,0,1
ligure,2,0,0,2
like,493,88,153,734
liked,1,0,1,2
likeminded,0,3,1,4
liken,4,5,1,10
likened,2,4,3,9
likeness,24,4,4,32
liketh,3,0,2,5
likewise,46,61,18,125
likhi,1,0,0,1
liking,2,0,2,4
lilies,8,2,2,12
lily,5,0,2,7
lime,2,0,0,2
limit,1,0,0,1
limited,1,0,0,1
limiteth,0,1,0,1
line,23,1,0,24
lineage,0,1,0,1
linen,74,16,3,93
lines,2,0,0,2
lingered,2,0,0,2
lingereth,0,1,0,1
lintel,4,0,0,4
lintels,1,0,0,1
linus,0,1,0,1
lion,75,6,13,94
lion's,6,0,2,8
lioness,1,0,0,1
lionesses,1,0,0,1
lionlike,2,0,0,2
lions,36,3,5,44
lions',3,0,2,5
lip,3,0,0,3
lips,112,6,11,129
liquor,2,0,0,2
liquors,1,0,0,1
listed,0,2,0,2
listen,1,0,0,1
listeth,0,2,0,2
litter,0,0,1,1
litters,1,0,0,1
little,146,77,57,280
live,171,60,57,288
lived,49,9,16,74
lively,2,3,1,6
liver,14,0,5,19
lives,20,5,10,35
livest,2,2,3,7
liveth,63,23,15,101
living,99,40,32,171
lizard,1,0,0,1
lo,126,30,35,191
loaden,1,0,0,1
loadeth,1,0,0,1
loaf,2,1,0,3
loammi,1,0,0,1
loan,1,0,0,1
loathe,1,0,0,1
loathed,0,0,1,1
loatheth,2,0,0,2
loathsome,4,0,0,4
loaves,10,20,2,32
lock,2,0,0,2
locked,2,0,0,2
locks,15,0,1,16
locust,10,0,0,10
locusts,12,4,1,17
lod,4,0,0,4
lodebar,3,0,0,3
lodge,23,4,4,31
lodged,14,7,6,27
lodges,0,0,1,1
lodgest,1,0,0,1
lodgeth,0,1,1,2
lodging,4,2,1,7
lodgings,1,0,0,1
loft,1,1,0,2
loftily,1,0,0,1
loftiness,2,0,0,2
lofty,8,0,0,8
log,5,0,0,5
loins,53,8,6,67
lois,0,1,0,1
long,151,50,63,264
longed,6,2,0,8
longedst,1,0,1,2
longer,7,10,12,29
longeth,4,0,0,4
longing,3,0,0,3
longsuffering,4,13,4,21
longwinged,1,0,0,1
look,126,27,50,204
looked,110,32,30,172
lookest,2,0,0,2
looketh,28,4,6,38
looking,6,18,3,27
lookingglass,0,0,1,1
lookingglasses,1,0,0,1
looks,5,0,1,6
loops,7,0,0,7
loose,14,15,0,29
loosed,13,18,2,33
loosened,0,0,1,1
looseth,2,0,0,2
loosing,0,4,0,4
lop,1,0,0,1
lord,6010,657,698,7365
lord's,114,17,4,135
lordly,1,0,0,1
lords,34,6,4,44
lordship,0,2,1,3
loruhamah,2,0,0,2
lose,5,15,4,24
loseth,0,1,1,2
losing,0,0,2,2
loss,4,5,3,12
lost,16,16,14,46
lot,95,7,7,109
lot's,1,1,0,2
lotan,5,0,0,5
lotan's,2,0,0,2
lothasubus,0,0,1,1
lothe,4,0,1,5
lothed,3,0,0,3
lotheth,1,0,0,1
lothing,1,0,0,1
lots,16,5,2,23
loud,27,33,27,87
louder,1,0,0,1
love,124,156,53,333
love's,0,1,0,1
loved,51,38,7,96
lovedst,1,1,2,4
lovely,3,1,0,4
lover,2,1,6,9
lovers,20,2,3,25
loves,2,0,0,2
lovest,7,4,3,14
loveth,34,23,11,68
loving,3,0,5,8
lovingkindness,26,0,2,28
lovingkindnesses,3,0,0,3
lovingly,0,0,2,2
low,37,6,13,56
lower,15,3,1,19
lowering,0,1,0,1
lowest,9,2,1,12
loweth,1,0,0,1
lowing,2,0,0,2
lowliness,0,2,0,2
lowly,5,1,4,10
loyal,0,0,1,1
lozon,0,0,1,1
lubim,1,0,0,1
lubims,2,0,0,2
lucas,0,1,0,1
lucifer,1,0,0,1
lucius,0,2,1,3
lucre,1,4,0,5
lucre's,0,1,0,1
lud,4,0,1,5
ludas,0,0,1,1
ludim,2,0,0,2
luhith,2,0,0,2
luke,0,2,0,2
lukewarm,0,1,0,1
lump,2,5,0,7
lumps,0,0,2,2
lunatick,0,2,0,2
lurk,2,0,0,2
lurking,3,0,0,3
lush,0,0,1,1
lust,5,13,7,25
lusted,2,2,0,4
lusteth,4,2,0,6
lusting,1,0,0,1
lusts,0,24,1,25
lusty,1,0,0,1
luz,7,0,0,7
lycaonia,0,2,0,2
lycia,0,1,1,2
lydda,0,3,1,4
lydia,1,2,1,4
lydians,1,0,0,1
lying,46,11,5,62
lysanias,0,1,0,1
lysias,0,3,23,26
lysimachus,0,0,5,5
lystra,0,6,0,6
maacah,3,0,0,3
maachah,18,0,0,18
maachathi,1,0,0,1
maachathite,4,0,0,4
maachathites,3,0,0,3
maadai,1,0,0,1
maadiah,1,0,0,1
maai,1,0,0,1
maalehacrabbim,1,0,0,1
maani,0,0,1,1
maarath,1,0,0,1
maaseiah,25,0,0,25
maasiai,1,0,0,1
maasias,0,0,1,1
maath,0,1,0,1
maaz,1,0,0,1
maaziah,2,0,0,2
mabdai,0,0,1,1
macalon,0,0,1,1
maccabeis,0,0,1,1
maccabeus,0,0,28,28
maccabeus',0,0,2,2
macedonia,0,23,0,23
macedonian,0,1,3,4
macedonians,0,0,2,2
machbanai,1,0,0,1
machbenah,1,0,0,1
machi,1,0,0,1
machir,20,0,0,20
machirites,1,0,0,1
machmas,0,0,1,1
machnadebai,1,0,0,1
machpelah,6,0,0,6
macron,0,0,1,1
mad,15,6,2,23
madai,2,0,0,2
made,1044,266,338,1648
madest,8,2,8,18
madiabun,0,0,1,1
madian,0,1,1,2
madmannah,2,0,0,2
madmen,1,0,0,1
madmenah,1,0,0,1
madness,7,2,3,12
madon,2,0,0,2
maelus,0,0,1,1
magbish,1,0,0,1
magdala,0,1,0,1
magdalene,0,12,0,12
magdiel,2,0,0,2
maged,0,0,1,1
magician,1,0,0,1
magicians,14,0,0,14
magick,0,0,1,1
magiddo,0,0,1,1
magistrate,1,1,0,2
magistrates,1,7,0,8
magnifical,1,0,0,1
magnificence,0,1,1,2
magnified,18,3,8,29
magnifieth,0,0,1,1
magnify,16,3,9,28
magog,4,1,0,5
magormissabib,1,0,0,1
magpiash,1,0,0,1
mahalah,1,0,0,1
mahalaleel,7,0,0,7
mahalath,2,0,0,2
mahali,1,0,0,1
mahanaim,13,0,0,13
mahanehdan,1,0,0,1
maharai,3,0,0,3
mahath,3,0,0,3
mahavite,1,0,0,1
mahazioth,2,0,0,2
mahershalalhashbaz,2,0,0,2
mahlah,4,0,0,4
mahli,10,0,0,10
mahlites,2,0,0,2
mahlon,3,0,0,3
mahlon's,1,0,0,1
mahol,1,0,0,1
maianeas,0,0,1,1
maid,30,6,18,54
maid's,1,0,0,1
maiden,7,1,0,8
maidens,17,1,0,18
maids,8,1,8,17
maidservant,15,0,0,15
maidservant's,1,0,0,1
maidservants,9,0,2,11
